band,page,firmname
3,1313,Warsteiner und Herzoglich Schleswig-Holsteinische // Eisenwerke Aktiengesellschaft
3,1315,Orania Akt.-Ges.
3,1315,Actien-Zuckerfabrik Vechelde.
3,1315,Neustadt-Gogoliner Eisenbahn-Gesellschaft.
3,1316,Actien-Zuckerfabrik Schöppenstedt.
3,1316,"Uckermärkische Zuckerfabriken, Akt.-Ges."
3,1316,Ostpommersche Zuckerwarenfabrik A.-G.
3,1317,Kraftwerk Thüringen Aktiengesellschaft.
3,1319,Zuckerfabrik Warburg.
3,1319,Adler-Compagnie Cigarettenfabrik Aktiengesellschaft.
3,1319,"Bilger, Aktiengesellschaft."
3,1320,Rheinisch-Nassauische Lagerei und Speditions-Aktiengesellschaft.
3,1320,Kleinbahn Niebüll—Dagebüll Aktiengesellschaft.
3,1320,"Zuckerfabrik Brühl, Aktiengesellschaft."
3,1321,Actien-Zuckerfabrik Wierthe.
3,1321,Münsterische Schiffahrts- u. Lagerhaus-Aktien-Gesellschaft.
3,1321,"Märkische Nährmittelfabrik Eugen Millauer & Co., Akt.-Ges."
3,1322,Actien-Zuckerfabrik Wabern.
3,1322,Deutsche Zigarren-Werke Aktiengesellschaft.
3,1322,Rathsmühle Celle Aktiengesellschaft.
3,1323,"W. Mertens Tabak-, Zigarren- und Lebensmittel- Aktiengesellschaft."
3,1323,Actien-Zuckerfabrik Watenstedt.
3,1323,Schokoladenfabrik Burgmühle Aktiengesellschaft.
3,1324,Deutsche Michelin-Pneumatik-Aktiengesellschaft.
3,1324,Konservenfabrik Roever Aktiengesellschaft.
3,1324,Orientalische Tabak- u. Zigarettenfabrik „Patria“ A.-G.
3,1325,Actien-Zucker-Fabrik Stendal.
3,1325,Zuckerfabrik Groß-Düngen.
3,1325,Freiherr von Sass’sche Mastfutterfabrik Aktiengesellschaft.
3,1326,W. Veth Aktiengesellschaft.
3,1326,Zuckerfabrik Dinklar.
3,1326,Hotel Nassau (Nassauer Hof) Aktiengesellschaft.
3,1327,"Karl Winkler, Akt.-Ges. für Variete- u. Lichtspielbühnen."
3,1327,Ferngas Niederschlesien Aktiengesellschaft.
3,1327,Neura-Mineralquellen-Aktiengesellschaft in Liqu.
3,1327,Vereinigte Deutsche Fettwerke Aktiengesellschaft in Liqu.
3,1328,Kaiserhof Aktiengesellschaft.
3,1328,Hessische Gummiwarenfabrik Fritz Peter Aktiengesellschaft.
3,1328,Franz Clouth Rheinische Gummiwarenfahrik Aktiengesellschaft.
3,1329,Badhotel Badischer Hof Aktiengesellschaft.
3,1329,Bliesmühle Aktiengesellschaft.
3,1329,Detmolder Kekswerke August Fricke Aktiengesellschaft.
3,1329,"Carl v. Freidenfelt, Aktiengesellschaft."
3,1330,Josef Selinger Eierhandel Aktiengesellschaft.
3,1330,H. Schmincke Cigarren-Fabriken Akt.-Ges.
3,1330,"Trautwein, Meyer & Pflüger Aktiengesellschaft."
3,1330,Clauener Actien-Zuckerfabrik.
3,1331,Deutscher Aero Lloyd Aktiengesellschaft.
3,1331,"Zuckerfabrik Körbisdorf, Aktiengesellschaft."
3,1333,Bayerischer Lloyd Schiffahrts-Aktiengesellschaft.
3,1334,Landwirtschaftliche Viehverwertung Akt.-Ges.
3,1335,Aktien-Stärkefabrik Calvörde.
3,1335,Aktien-Zuckerfabrik Salzdahlum.
3,1335,Hallesche Rück-Versicherungs-Aktien-Gesellschaft.
3,1336,"Oeynhauser Marmeladen-Fabrik, Aktiengesellschaft."
3,1336,Conservenfabrik Eugen Lacroix & Co. Aktiengesellschaft.
3,1336,W. Zinnert Aktiengesellschaft.
3,1337,Luftverkehrs-Aktiengesellschaft Westfalen (Welu).
3,1337,„Agme“ Aktiengesellschaft für Markenerzeugnisse.
3,1337,„Flabia“ Flaschenbier- und Eisvertriebs-Aktiengesellschaft.
3,1338,Kreis Oldenburger Eisenbahn-Gesellschaft.
3,1338,Aktiengesellschaft Lokalbahn Lam-Kötzting.
3,1339,Sport- & Schwebebahn-Verkehrs Akt.-Ges. Oberwiesenthal. (In Konkurs.)
3,1339,"Joh. Gottl. Hafftmann Aktiengesellschaft,"
3,1339,Rostocker Aktien-Zuckerfabrik.
3,1340,Reinstedter Zuckerfabrik.
3,1340,Actien-Zuckerfabrik Marienstuhl.
3,1340,Deutsche Sektkellerei Aktiengesellschaft.
3,1340,Fleischwarenfabrik Heinrich Nölke & Co. Aktiengesellschaft.
3,1341,Leipziger Außenbahn-Aktien-Gesellschaft.
3,1341,"C. G. Maier A.-G. für Schifffahrt, Spedition u. Commission."
3,1342,Stahlwerks-Verband Aktiengesellschaft.
3,1342,"Etehama Rauchtabak-Fabrik, Akt.-Ges."
3,1343,Lehniner Kleinbahn-Aktiengesellschaft.
3,1343,Hanseatische Acetylen-Gasindustrie Aktiengesellschaft.
3,1343,Paul Hildebrandt & Co. Aktiengesellschaft.
3,1344,Söhnlein Rheingold A.-G.
3,1344,F. W. Schütt Dampfmühle-Aktiengesellschaft.
3,1344,Actien-Zuckerfahrik „Eichthal“.
3,1345,Oberrheinische Eisenbahngesellschaft Aktiengesellschaft.
3,1345,Zuckerfabrik Papenteich zu Meine Aktiengesellschaft.
3,1345,Kleinbahnaktiengesellschaft Tirschtiegel-Diirrlettel.
3,1346,"Zuckerfabrik Güstrow, Aktien-Gesellschaft."
3,1346,Zuckerfabrik Doebeln.
3,1346,Bckholter Mühlenwerke Aktiengesellschaft.
3,1347,Mannheimer Milchzentrale Aktiengesellschaft.
3,1347,Niederlausitzer Mühlenwerke Aktiengesellschaft.
3,1347,Obereichsfelder Kleinbahn-Aktiengesellschaft.
3,1348,Zuckerfabrik Guhrau A.-G.
3,1348,Actien-Zuckerfabrik zu Niederndodeleben.
3,1348,Aktien-Zuckerfabrik Oelsburg.
3,1349,Seereederei „Frigga“ Aktiengesellschaft.
3,1349,Mittellandkanal-Hafen Magdeburg Aktiengesellschaft.
3,1350,Kosa Kakao- und Schokoladen-Aktiengesellschaft.
3,1350,Kreis Altenaer Eisenbahn-Aktiengesellschaft.
3,1351,Kleinbahn-Aktiengesellschaft Schildau-Mockrehna.
3,1351,"Hugo Peters & Co., Aktiengesellschaft."
3,1352,"„Transportlader“, Nürnberg-Fürther Transport- Gesellschaft & Lader-Corporation Akt.-Ges."
3,1352,Bahngesellschaft Waldhof.
3,1352,Jos. Falk Aktiengesellschaft.
3,1353,Demerag Donau-Main-Rhein-Schiffahrts-Aktien-Gesellschaft.
3,1353,Zuckerfabrik Hasede-Förste.
3,1353,Rübeuzuckerfabrik zu Hedwigsburg.
3,1354,Hoyaer Eisenbahn-Gesellschaft.
3,1354,Mathies Reederei Aktien-Gesellschaft.
3,1354,Samlandbahn-Aktiengesellschaft.
3,1355,Kleinbahn-Aktiengesellschaft Selters-Hachenburg.
3,1355,H. Bahlsen’s Keksfabrik Akt.-Ges.
3,1356,Mannheimer Lagerhaus-Gesellschaft.
3,1356,Zuckerfabrik Harsum Aktiengesellschaft.
3,1356,Deutsche Produkten Aktiengesellschaft in Liqu.
3,1357,Hartwig & Vogel Aktiengesellschaft.
3,1357,Mittelbadische Eisenbahnen A.-G. (M. E. G.).
3,1358,"Mühlenwerke Gottschalk, Aktiengesellschaft."
3,1358,Süddeutsche Lufthansa Aktiengesellschaft.
3,1359,Prettin-Aimaburger Kleinbahn-Aktien-Gesellschaft.
3,1359,Aktien-Gesellschaft für Mineralölhandel.
3,1359,Actien-Zuckerfabrik Immendorf.
3,1360,Kleinbahn-Akt.-Ges. Burxdorf-Mühlberg.
3,1360,Hohenlimburger Kleinbahn-Gesellschaft.
3,1360,Steigerwald Aktiengesellschaft.
3,1361,Actien-Zuckerfabrik Hessen.
3,1361,Hohenhamelner Zuckerfabrik Aktiengesellschaft.
3,1362,"Strassenbahn B r einer ha ven-Wesermiinde, Akt.-Ges. ///"
3,1363,Karlsruher Schiffahrts-Aktien-Gesellschaft.
3,1363,Mühlen- und Handels-Aktiengesellschaft.
3,1363,"Diova, Dachau-Indersdorfer Obstverwertungs-Akt.-Ges."
3,1364,Rheinschiffahrt Actiengesellschaft vorm. Fendel.
3,1364,Kleinbahn-Aktiengesellschaft Wallwitz-Wettin.
3,1364,"Johann Becker & Co., Handels-Aktiengesellschaft."
3,1365,Stolper Kreisbahnen-Aktiengesellschaft.
3,1365,Hirschberger Thalbahn Akt.-Ges.
3,1366,"Deutsche Jürgens-Werke, Akt.-Ges."
3,1366,Ch. Gervais Akt.-Ges.
3,1367,Preußisch-Rheinische Dampf schiff ahrts-Gesellschaft.
3,1367,Kerkerbachbahn- Aktien-Gesellschaft
3,1368,Stendal-Tangermünder Eisenbahn-Gesellschaft.
3,1368,"Jätzdorfer-Mühle, Actien-Gesellschaft."
3,1368,Aktiengesellschaft für metallurgische Produkte.
3,1369,Hafenrundfahrt Aktiengesellschaft.
3,1369,Kehrberger Mühlenwerke Akt.-Ges.
3,1370,Milchhof Leipzig Aktiengesellschaft.
3,1370,Hugo Stinnes Reederei Aktiengesellschaft.
3,1370,Bellevue Warenhandels-Aktiengesellschaft.
3,1371,Vereinigte Kammgarnspinnereien Aktiengesellschaft.
3,1371,Allgemeine Verkehrs Handels-Aktiengesellschaft.
3,1372,Kölner Reederei Aktiengesellschaft.
3,1372,„Etag“ Erdöl- u. Teerprodukten-Akt.-Ges.
3,1373,„Debag“ Deutsche Betriebsstoff-Aktiengesellschaft.
3,1373,Ferro-Metall und Pyrit Aktiengesellschaft.
3,1373,Deutsche Orient-Compagnie Aktiengesellschaft.
3,1374,und Vertriebsgesellschaft der Porzellanfabrik J. Edelstein Aktiengesellschaft.
3,1374,Handag Exporthandel Aktiengesellschaft.
3,1374,Edelmetalls-Vertriebs-Aktiengesellschaft.
3,1374,Oontinentale Eisen-Handels-Aktiengesellschaft.
3,1375,Benno Fiegel Aktiengesellschaft.
3,1375,„Gedelag“ Gemeinschaft Deutscher Lebensmittel-Großhändler Aktiengesellschaft.
3,1375,Gesellschaft für Handels- u. Industrie-Unternehmungen Aktiengesellschaft.
3,1376,„Dehages“ Deutsche Export- u. Handels-Aktiengesellschaft.
3,1376,Adolph Hertrich Aktiengesellschaft.
3,1376,Zuckerfabrik Stavenhagen.
3,1377,Plettenberger Strassenbahn-Aktiengesellschaft.
3,1377,"Euvag, Ein- u. Verkaufs-A.-G. verein. Kraftdroschkenbesitzer."
3,1378,Deutsch Ungarische Wirtschaftsvereinigung Aktiengesellschaft für Einfuhr und Ausfuhr in Liqu.
3,1378,Hans Below Akt.-Ges.
3,1378,Lebensmittel-Großhandels Akt.-Ges.
3,1378,Excelsior Feuerlöschgeräte Aktiengesellschaft.
3,1379,"Erste Deutsche Dampflebertranfabrik Oskar Neynaber u.Co., A.-G."
3,1379,Aktiengesellschaft für industrielle Betätigung.
3,1379,Getreide-Commission u. Import Akt.-Ges.
3,1380,"„Milchversorgung Groß Waldenburg, Aktiengesellschaft“."
3,1380,Aktiengesellschaft für industrielle u. landwirtschaftliche Unternehmungen (Agil).
3,1380,Hespoha A.-G. fü* finanzielle Beteiligungen.
3,1381,Baltische Aktiengesellschaft für Kommissionsgeschäfte in Liqu.
3,1381,"A. B, C. Angestellten- und Beamten-Waren-Credit- Aktien-Gesellschaft."
3,1381,Berliner Bahnbedarf Conrad Aktiengesellschaft.
3,1381,"„Inco“ Internationale Commerz-Akt.-Ges, in Liqu."
3,1381,Howinol-Werke Aktiengesellschaft in Liqu.
3,1382,"Leopold David & Co., Aktiengesellschaft."
3,1382,Zuckerfabrik Würzburg Akt.-Ges.
3,1382,Landwirtschaftliche Viehgroßhandel Aktiengesellschaft.
3,1382,Baumaterialien-Handelsgesellschaft Akt-Ges.
3,1383,Aktiengesellschaft für landwirtschaftliche Produkte.
3,1383,Neckargold Aktiengesellschaft Schokoladenfabrik.
3,1383,Oesterlin & Co. Akt.-Ges.
3,1383,Hugo Beling Aktiengesellschaft.
3,1384,Elbtal Obst- und Gemüsekonservenfabrik Akt.-Ges.
3,1384,Zuckerfabrik Wendessen.
3,1384,"Arwies, Wiesbadener Schokoladenwerke Aktiengesellschaft."
3,1384,Zigarettenfabrik Atlantic Aktiengesellschaft.
3,1385,Aktiengesellschaft für Großhandel u. Einkaufsvermittlung in Liqu.
3,1385,Grundstück Markgrafeneck Aktiengesellschaft.
3,1386,Nordische Außenhandels-Aktiengesellschaft.
3,1386,Hohenzollerische Landesbahn Aktiengesellschaft.
3,1386,Süddeutsche Getränke-Industrie Akt.-Ges.
3,1387,Seegrenzschlachthaus Lübeck Betriebs-Aktiengesellschaft.
3,1387,"Meinerser Okermühle, Act.-Ges."
3,1387,Zuckerfabrik Markranstädt Aktien-Gesellschaft.
3,1388,"Louis Guntrum, Aktiengesellschaft."
3,1388,"Compagnie Laferme, Tabak- und Cigaretten-Fabriken. ///"
3,1388,"Maweli Akt.-Ges., Mainzer Weinbrennerei & Likörfabrik."
3,1389,Viehverkaufshalle Aktiengesellschaft
3,1389,Teigwaren- und Zwiebackfabriken Bad Homburg v. d. Höhe Akt.-Ges.
3,1389,"Konservenfabrik Thüringen, Aktiengesellschaft in Liqu."
3,1389,Vereinigte Harburger Ölkuchenmühle und Kieler Futtermittel- Aktiengesellschaft.
3,1390,Fritz Scheller Söhne Aktiengesellschaft in Liqu.
3,1390,Aktiengesellschaft Osthavelländische Kreisbahnen.
3,1390,Grohner Mühlenwerke Aktiengesellschaft.
3,1391,Vereinigte vorm. Russische Likörfabriken Akt.-Ges.
3,1391,Gustav Hirsch & Söhne Aktiengesellschaft in Liqu.
3,1391,Actien-Zuckerfabrik Gräben.
3,1391,Lafferder Actien-Zuckerfabrik.
3,1392,"Leisniger Mühlen, Aktiengesellschaft."
3,1392,Mühlenwerke F. Kiesekamp Aktiengesellschaft.
3,1393,Aktien-Zuckerfabrik Munzel-Holtensen.
3,1393,Heinrich Becker Aktiengesellschaft.
3,1393,Vereinigte Nährmittel-Kraft- u. Melasse-Futter-Fabriken Feldmoching-München Akt.-Ges.
3,1394,Löwenwerke Aktiengesellschaft.
3,1394,Zuckerfabrik Emmerthal Aktiengesellschaft.
3,1394,Rinn & Cloos Aktiengesellschaft.
3,1395,Aktien-Zuckerfabrik Lehrte.
3,1395,Kleinbahn-Aktien-Ges. Osterburg — Deutsch-Pretzier.
3,1395,Aktien-Zuckerfabrik Rethen.
3,1396,"Jarmener Kunstmühle, Aktiengesellschaft."
3,1396,Crefelder Mühlenwerke Aktiengesellschaft
3,1396,Luftverkehr Württemberg Aktiengesellschaft.
3,1397,Strehlener Aktien-Zuckerfabrik.
3,1397,"Walter Rau, Neußer Oelwerke Aktiengesellschaft."
3,1397,Trockeneis-Aktiengesellschaft.
3,1398,Mecklenburgische Bäderbahn-Akt.-Ges.
3,1398,Zuckerfabrik Oestrum.
3,1398,Rosenberger Kreisbahn-Aktiengesellschaft.
3,1399,Zuckerfabrik Schottwitz.
3,1399,"Vowag, Vereinigte Obst- und Weinbrennereien Akt.-Ges. in Liqu."
3,1399,Zuckerfabrik Süderdithmarschen Aktiengesellschaft.
3,1400,Zuckerfabrik Riesenburg.
3,1400,Ahstedt-Schellerter Zuckerfabrik.
3,1401,"Oberlausitzer Zuckerfabrik, Actiengesellschaft,"
3,1401,Aktien-Konservenfabrik Hornburg.
3,1401,Rickmers Rhederei Aktiengesellschaft.
3,1402,Speicherei- und Speditions-Aktiengesellschaft.
3,1402,Sanitätsgeschäft M. Schaerer Akt.-Ges. in Liqu.
3,1403,Zuckerfabrik Bahnhof Marienburg Aktien-Gesellschaft.
3,1403,Polkwitz-Raudtener Kleinbahn-Gesellschaft.
3,1403,Lindemann & Co. Aktiengesellschaft.
3,1404,Strausberger Eisenbahn-Aktien-Gesellschaft.
3,1404,Kleinbahn Horka-Rothenburg-Priebus Aktiengesellschaft.
3,1404,"„Union“, Kakao und Schokoladenwerke Aktien-Gesellschaft."
3,1405,Zuckerfabrik zu Prosigk.
3,1405,Eisenbahn-Gesellschaft Stralsund-Tribsees.
3,1405,"Emil Seelig, Aktiengesellschaft."
3,1406,Klöckner-Werke A.-G.
3,1409,* „Vulcan“ Betriebs-Verwertungs-Aktiengesellschaft.
3,1410,Görlitzer Waren-Einkaufs-Verein Aktiengesellschaft
3,1411,Schlesische Luftverkehrs-Aktiengesellschaft.
3,1412,"* Edmund Becker & Co., Aktiengesellschaft."
3,1412,Neußer Dampfmühlen-Aktiengesellschaft.
3,1412,Rieh. Klinger Aktiengesellschaft.
3,1412,Saarländische Cigarettenfabrik Aktiengesellschaft in Liqu.
3,1413,* Braunkohle-Benzin Aktiengesellschaft.
3,1413,"* Flemming & Co., Aktiengesellschaft."
3,1413,Kaffee- u. Lebensmittel-Vertriebs-A.-G. Max Müller & Co.
3,1413,Mühlen- und Handels-Aktiengesellschaft.
3,1414,Hansen-Haus Aktiengesellschaft.
3,1414,Norddeutsche Lebensmittel Im- und Export-Aktiengesellschaft.
3,1414,Richard Schmidt Akt.-Ges. „Sahneschmidt“.
3,1415,Fritz Kiindworth Aktiengesellschaft für flüssige Brennstoffe.
3,1415,Deutsches Industriekontor Aktiengesellschaft.
3,1415,Industrie-Interessen Aktiengesellschaft«
3,1415,N. Schirokoff Aktiengesellschaft.
3,1416,"August Schmits, Kohlengroßhandlung, Akt.-Ges."
3,1416,Actien-Zuckerfabrik Peine.
3,1416,Mühle Ringelheim Aktiengesellschaft.
3,1416,Konservenfabrik Rogätz Aktiengesellschaft.
3,1417,Kaufhaus Friedrichstraße 70 Aktiengesellschaft.
3,1417,Nathen Handels-Aktiengesellschaft.
3,1417,Vereinigte Berliner Kohlenhändler-Akt.-Ges.
3,1417,Dr. Pfannenstiel Aktiengesellschaft Regenstauf.
3,1418,Alb. Lohmann Aktiengesellschaft.
3,1418,H. Witte Aktiengesellschaft.
3,1418,"Fischer & Chrambach, Aktiengesellschaft."
3,1419,„Atlanta“ Handels-Aktiengesellschaft
3,1419,„Kondag“ Einkaufs-Aktiengesellschaft der Konditoren und verwandter Gewerbe.
3,1419,Rival Aktiengesellschaft in Liqu.
3,1420,Schwartauer Werke Aktiengesellschaft.
3,1420,„Schlega“ Handelsgesellschaft Schlesischer Gastwirte Akt.-Ges.
3,1421,Weingart-Kaufmann-Landsberg-Getreide-Aktiengesellschaft.
3,1421,N. Levy-Stern Aktiengesellschaft.
3,1421,Wostwag West-Osteuropäische Warenaustausch-Akt.-Ges.
3,1422,Kohlen-Import und Poseidon Schiffahrt Aktiengesellschaft.
3,1422,"Magdeburger Vorortbahnen, Aktiengesellschaft."
3,1423,Schleizer Kleinbahn Aktiengesellschaft.
3,1423,"Zuckerfabrik Nauen. ov. Brandenburg,)."
3,1424,Leipziger Speicherei u. Spedition Akt.-Ges.
3,1424,Schlesische Mineralöl-Aktiengesellschaft in Liqu.
3,1425,Mainzer Lagerhaus-Gesellschaft Aktiengesellschaft.
3,1425,Bremer Im- und Export Aktiengesellschaft.
3,1425,Zentralmarkt Akt.-Ges. für Verwertung landwirtschaftlicher Erzeugnisse in Liqu.
3,1425,"Nordwestdeutsche Handels-Aktiengesellschaft,"
3,1426,Seehandel-Aktiengesellschaft.
3,1426,Emanuel Rosengarten Aktiengesellschaft.
3,1426,"Weiler, Heineherg, Flechtheim, Aktiengesellschaft."
3,1426,"Kohlen- u. Koks-Kontor München, Aktiengesellschaft in Liqu."
3,1427,"Michael Brücken, Aktiengesellschaft."
3,1427,Vereinigte Fellhandhmgen Rosenthal Aktiengesellschaft.
3,1427,Dulv Aktiengesellschaft.
3,1428,"Wiehe & Weber, Aktiengesellschaft."
3,1428,„Baum“ Warenverkaufs-Aktiengesellschaft.
3,1428,Steinvertriebs-Akt.-Ges.
3,1428,Aktiengesellschaft für Waren- und Produkten-Handel in Liqu.
3,1429,Carl Brandt Aktiengesellschaft.
3,1429,Schüler & Heilgendorff Brenn- und Baumaterialien Aktiengesellschaft.
3,1429,"Deutsch-Ueberseeische Petroleum Aktiengesellschaft, vormals Freund, Josky & Co."
3,1430,Pietro Bertoldi Aktiengesellschaft.
3,1430,"Bicker & Co., Aktiengesellschaft."
3,1430,Thüringer Mode- und Ausstattungshaus Richard Reibstein Aktiengesellschaft.
3,1431,Aktiengesellschaft „Juventa“.
3,1431,Handelsaktiengesellschaft.
3,1431,Nauheim & Co. Aktiengesellschaft.
3,1431,Tillmanns-Gayer Eisenhandels-Aktiengesellschaft.
3,1432,"Schwarzschild-Ochs, Aktiengesellschaft."
3,1432,J. Latscha Aktiengesellschaft.
3,1432,Blumenthal Aktiengesellschaft.
3,1433,August Jacobi Aktiengesellschaft.
3,1433,Gebr. Hartoch Akt.-Ges. in Liqu.
3,1433,Frowein & Nolden Akt.-Ges.
3,1434,"„Meag“, Möbel-Engros-Aktiengesellschaft."
3,1434,"Moritz Krause, Aktiengesellschaft."
3,1434,Otto Laakmann Aktiengesellschaft.
3,1435,Kohlenbahn-Aktiengesellschaft.
3,1435,Aktien-Zuckerfabrik Sehnde.
3,1435,Thüringische Eisenbahn-Aktiengesellschaft.
3,1436,Europa Schreibmaschinen Aktiengesellschaft.
3,1436,Speditions-Aktiengesellschaft vorm. Seegmüller u. Cie.
3,1436,Kraftverkehr Pommern Aktiengesellschaft.
3,1437,Kleinbahn-Akt.-Ges. Küstrin-Hammer.
3,1437,Ostdeutsche Eisenbahn-Gesellschaft.
3,1438,Landshuter Keks- und Schokoladenfabrik Aktiengesellschaft.
3,1438,Ein- u. Verkauf svermittlungs-Aktiengesellschaft.
3,1439,Vereinigte Kunstmühlen Landshut-Rosenheim Aktiengesellschaft.
3,1439,Briefmarken-Lombard Aktiengesellschaft.
3,1440,August Blase Aktiengesellschaft.
3,1440,Kraftverkehr Württemberg Aktiengesellschaft.
3,1440,Zeichenbedarf Akt.-Ges.
3,1441,Hanseatic Handels-Aktiengesellschaft in Liqu.
3,1441,Internationale Industrie-Aktiengesellschaft.
3,1441,Wiedemannsche Druckerei Aktiengesellschaft.
3,1442,"Württembergische Nebenbahnen, Aktiengesellschaft."
3,1442,Schokinag Schokolade-Industrie Aktiengesellschaft.
3,1443,Deutsche Ost-Afrika-Linie.
3,1444,Schultz Grünlack Aktiengesellschaft.
3,1445,Getreide-Handels-Aktiengesellschaft.
3,1445,Sprithandels-Aktiengesellschaft.
3,1445,Carl Makel Aktiengesellschaft in Liqu.
3,1445,Fritz Frieling Aktiengesellschaft.
3,1446,Martini & Rossi Aktiengesellschaft.
3,1446,Ernst Grote Aktiengesellschaft.
3,1446,Autovertrieb Aktiengesellschaft.
3,1446,Berliner Radium-Aktiengesellschaft.
3,1447,"Heinr. Hill, Aktiengesellschaft."
3,1447,M. Kamberg Aktiengesellschaft.
3,1447,Westdeutsche Handelsvereinigung Aktiengesellschaft.
3,1447,Steinkohlen-Import Aktiengesellschaft in Liqu.
3,1448,Saatstelle der Landwirtschaft der Provinz Westfalen Akt.-Ges.
3,1448,W. Heymann Aktiengesellschaft.
3,1448,Ury Gebrüder Aktiengesellschaft.
3,1449,Woermann-Linie Aktiengesellschaft.
3,1450,Ilmebahn-Gesellschaft.
3,1450,"W. & R. Goebel, Aktiengesellschaft."
3,1451,Württembergische Eisenbahn-Gesellschaft.
3,1451,„Besag“ Deutsche Schiffsausrüstungs-Aktien-Gesellschaft.
3,1452,Teutoburger Wald-Eisenbahn-Gesellscfraft
3,1452,Beru-Aktiengesellschaft.
3,1453,Köslin-Bublitz-Belgarder Kleinbahn A.-G.
3,1453,Berliner Lombardkasse Aktiengesellschaft.
3,1454,Konservenfabrik Joh. Braun Aktiengesellschaft.
3,1455,Kasseler Modenhaus Aktiengesellschaft.
3,1455,Mineralölprodukten-Handel Aktiengesellschaft.
3,1455,"Kreisbank Zauch-Belzig, kommunale Bank für den Kreis Zauch-Belzig, Aktiengesellschaft."
3,1456,Carl Ehlers Aktiengesellschaft.
3,1456,Handels- und Landbau-Aktiengesellschaft.
3,1456,Papierfabrik Krampe Aktiengesellschaft.
3,1457,"Asbach & Co., Akt.-Gres."
3,1457,Bank für Textilindustrie Aktiengesellschaft in Liqu.
3,1457,L. Weil & Reinhardt Aktiengesellschaft.
3,1458,B. S. V. Vermögensverwaltung Aktiengesellschaft.
3,1458,Kaufstelle der landwirtschaftl. Genossenschaften A.-G.
3,1459,Modenhaus Horn Aktiengesellschaft.
3,1459,Pfandleihanstalt Stuttgart Aktiengesellschaft.
3,1459,"Para, Einkaufs- u. Vertriebs-Aktiengesellschaft."
3,1460,Berliner Banbank-Akt.-Ges.
3,1460,Gebr. Schwabenland Aktiengesellschaft.
3,1460,Kaufhaus Dittmer A.-G.
3,1461,„Briko“ Brikett- u. Kohlenhandel Aktiengesellschaft.
3,1461,Aktien-Zuckerfabrik Uelzen.
3,1461,Puppenfabrik Akt.-Ges.
3,1462,Westpreußische Kleinbahnen-Aktiengesellschaft.
3,1462,Aktiengesellschaft für Handel und Verkehr.
3,1463,Frei und Kasser Aktiengesellschaft.
3,1463,Bireka Aktiengesellschaft.
3,1463,Barbarino & Kilp—Otto Pfaeffle Aktiengesellschaft.
3,1464,Claudius Peters Aktiengesellschaft.
3,1464,David Reissner Aktiengesellschaft.
3,1464,Aedilitas Aktiengesellschaft für industrielle und öffentliche Unternehmungen.
3,1465,"L. Haas, Aktiengesellschaft in Liqu."
3,1465,F. W. Wolff Aktiengesellschaft.
3,1465,Koenigsberger Handels-Compagnie
3,1466,Ottensener Bank.
3,1466,Eckhardt & Co. Aktien-Gesellschaft.
3,1466,Stuttgarter Handelshof Akt.-Ges. Aussteliungs- u. Tagungsstelle.
3,1467,Hotelbedarf Aktiengesellschaft.
3,1467,Carl Neuendorf Aktiengesellschaft.
3,1467,Ohermeier & Perker Aktiengesellschaft.
3,1467,Aktiengesellschaft für
3,1468,"Bayerischer Hof W. Spaeth, Akt.-Ges."
3,1468,Aktiengesellschaft für hygienische Zwecke.
3,1468,Pensionskassen-Aktiengesellschaft der deutschen Saint Gohain-Gruppe.
3,1468,Rheinische Handels- und Industrie-Aktiengesellschaft.
3,1469,„Hansa-Werk“ Aktiengesellschaft.
3,1469,"Landeswirtschaftsstelle für das württembergische Handwerk, Aktiengesellschaft."
3,1469,„Konditoreinkauf“- Aktiengesellschaft.
3,1470,"Creditul Minier, Deutsch-Rumänische Petroleumvertriebs- Aktiengesellschaft"
3,1471,„Evisa“ Südwein-Import-Aktiengesellschaft.
3,1471,Betifedernfabriken Straus & Cie. Aktiengesellschaft.
3,1471,"Trierischer Winzerverein, Actiengesellschaft."
3,1472,Gesellschaft für Krankenpflege.
3,1472,Herren- und Knabenkleiderfabrik Dege Aktiengesellschaft (vorm. Nathan & Gumpertz A.-G.).
