band,firmname_page,firmname
2,1017,Vereinigte Mosaik- und Wandplattenwerke Akt.-Ges.
2,1018,"Sitzendorfer Porzellan-Manufaktur vorm. Alfred Voigt,"
2,1018,Erste Bayerische Basaltstein-Act.-Ges.
2,1019,Stettiner Portland-Cement-Fabrik
2,1020,"Stettiner Steinindustrie Akt.-Ges. in Stettin,"
2,1021,"Theumaer Plattenbrüche, Act.-Ges."
2,1021,Tonofenfabrik Wallner Akt.-Ges.
2,1022,Torgauer Glashütten Akt.-Ges.
2,1022,Aelteste Volkstedter Porzellanfabrik A.-G.
2,1024,Ziegelwerk Waldsassen Aktiengesellschaft
2,1024,Vereinigte Harzer Portlandeement- u. Kalkindustrie
2,1025,Tonwarenindustrie Wiesloch Aktiengeseilschaft
2,1026,Vereinigte Gipswerke Akt.-Ges.
2,1026,Tonwerke Aktiengesellschaft
2,1027,Fr. Chr. Fikentscher Keramische Werke Akt.-Ges.
2,1028,"Textil-, Kunstseide- und Bekleidungsindustrie, Schuhfabriken, (ummiwebereien, Kunstleder, Wachs- und Ledertuchfabriken."
2,1028,"Aktien-Spinnerei Aachen in Aachen,"
2,1029,"Tuchfabrik G. H. & J. Croon, Akt.-Ges."
2,1029,Teppich- und Textilwerke Aktiengesellschaft
2,1030,F. €. Wetzler Aktiengesellschaft
2,1030,Carl Nottrott Aktien-Gesellschaft
2,1031,A.-G. Sack- und Jutewarenfabrik Hans Deuter
2,1032,"Actien-Gesellschaft für Bleicherei, Färberei, Appretur & Druckerei Augsburg"
2,1032,Mech. Baumwoll-Spinnerei und Weberei Augsburg
2,1033,Spinnerei und Weberei Pfersee
2,1035,"Gebr. Neuburger, Aktiengesellschaft"
2,1035,Heinrich Bock Hutfabrik Aktiengesellschaft in Liqu.
2,1036,Brandenburgische Krawatten-Aktiengesellschaft in Liqu.
2,1036,Colonialwollgesellschaft Akt.-Ges.
2,1036,Eisner & Meisl Aktiengesellschaft
2,1037,"Elsässisch-Badische Wollfabriken, Aktiengesellschaft"
2,1038,6. Feibisch Aktiengesellschaft
2,1039,"Graumann & Stern, K.-G. a. Akt. in Liqu., Berlin"
2,1039,Gebr. Grumach Akt.-Ges.
2,1040,D.: R. Halemeyer Akt.-Ges.
2,1040,Kullmann & Cie. Vertriebs-Akt.-Ges.
2,1040,Anton & Alfred Lehmann Aktiengesellschaft in Liqu.
2,1042,Ludwig Lesser Akt.-Ges.
2,1042,Gebrüder Mendelsohn Damenkleider Aktiengesellschaft
2,1042,Michels & Cie Aktiengesellschaft
2,1043,Mitex Mitteldeutsche Textil-Akt.-Ges.
2,1043,Richard Nussbaum K.-G. a. A.
2,1044,"Persische Teppichgesellschaft, Akt.-Ges."
2,1044,Poppe & Wirth Akt.-Ges.
2,1045,Regenmäntelfabrik Esko-Pluvius Akt.-Ges.
2,1045,Louis Rosenthal & Co. Aktiengesellschaft
2,1046,"Isidor Salomon, Akt.-Ges."
2,1046,Spezialhaus für Pelze Adolf Doll Akt.-Ges.
2,1046,"Strack & Co. Akt.-Ges. in Liqu.,"
2,1047,Strenger Textil-Akt.-Ges.
2,1047,Conrad Tack & Cie. Akt.-Ges.
2,1048,Textilgrosshandel-Akt.-Ges. (Texag)
2,1049,Textilwerte Akt.-Ges.
2,1049,Ueberholz & Müller Aktiensellschaft
2,1049,Vereinigte Märkische Tuchfabriken Akt.-Ges.
2,1051,vormals Aprath’sche Wollhandelsaktiengesellschaft in Liqu.
2,1051,J. Weiss Akt.-Ges.
2,1051,Wolfs & Jacoby Akt.-Ges.
2,1051,"M. Wolfsky Aktiengesellschaft in Liqu., Berlin."
2,1052,Wollgarn-Aktien-Gesellschaft
2,1052,R. Zernik Grossvertrieb von Weisswaren u. Stiekereien
2,1052,Zwirnerei Akt.-Ges.
2,1053,Trebes & Henning Bernauer Handschuhvertrieb Akt.-Ges.
2,1053,"Mech. Tricotweberei Mattes & Lutz, A.-G."
2,1054,Bielefelder Act.-Ges. für Mechanische Weberei
2,1055,Ravensberger Spinnerei Aktiengesellschaft
2,1056,Kammgarn-Spinnerei Bietigheim
2,1056,Allgäuer Baumwollspinnerei und Weberei Blaichach
2,1057,Spinnerei Vorwärts
2,1058,Erste Deutsche Fein-Jute-Garn-Spinnerei Akt.-Ges.
2,1059,Jute-Spinnerei und Weberei Bremen
2,1060,Gebrüder Grossmann Akt.-Ges.
2,1061,Württembergische Baumwoll-Spinnerei und Weberei
2,1062,"Tuchfabriken A. Paasche, Akt.-Ges."
2,1062,"Vereinigte Deckenfabriken Calw, Akt.-Ges."
2,1063,®Seidenwerk Spinnhütte Aktiengesellschaft
2,1063,Anna Arzberger Nachfolger Aktiengesellschaft
2,1064,"Bachmann & Ladewig, Akt.-Ges."
2,1065,Friedrich Otto Bertram Akt.-Ges.
2,1066,Bräunsdorfer Strumpffabrik Akt.-Ges.
2,1066,"Globus Akt.-Ges. für Textilindustrie, Chemnitz,"
2,1066,Meichsner Moda Akt.-Ges.
2,1067,David Richter Akt.-Ges.
2,1068,Sächsische Tüllfabrik Aktiengesellschaft
2,1069,"C. F. Solbrig Söhne, Akt.-Ges."
2,1069,Hermann Stärker Akt.-Ges.
2,1070,A. H. Theyson Aktiengesellschaft
2,1070,Emil Vogel Akt.-Ges.
2,1071,"Monimos Textilwerke, Akt.-Ges.,"
2,1071,Carl Winter Hanf-Textil-Akt.-Ges.
2,1071,Akt.-Ges. Seidenstoffweberei Donaueschingen
2,1072,Einkaufsverband Merkur Akt.-Ges.
2,1072,Hutindustrie-Aktiengesellschaft
2,1072,"Niederrheinische Flachsspinnerei A.-G. in Liqu,,"
2,1073,Zwirnerei & Nähfadenfabrik Rhenania Akt.-Ges.
2,1073,"Carl Bücklers & Co., Akt.-Ges. in Liqu. in Düren,"
2,1074,"Fröhlich & Lipmann, Aktiengesellschaft"
2,1074,Kammgarn-Spinnerei Düsseldorf Akt.-Ges.
2,1075,"W. Weber, Samtfabrik, Aktiengesellschaft"
2,1075,Erfurter Mechanische Schuhfabrik Actiengesellschaft
2,1076,M. & L. Hess Schuhfabrik Akt.-Ges.
2,1078,Baumwollindustrie Erlangen-Bamberg Akt.-Ges.
2,1079,"L. S. Brinkmann Akt.-Ges., Strick- u. Wirkwaren-Fabrik"
2,1080,Gesellschaft tür Spinnerei & Weberei
2,1081,Baumwollspinnerei Gückelsberg William Schulz A.-G.
2,1081,"Färberei Forst, Akt.-Ges., vorm. Scherzer & Hönig"
2,1082,Häusler & Bergmann Akt.-Ges.
2,1082,Theodor Kreimer Akt.-Ges.
2,1083,Weber & Ott Aktiengesellschaft
2,1083,"Vereinigte Schuhstoff-Fabriken in Liqu. in Fulda,"
2,1084,Baumwollspinnerei-Akt.-Ges.
2,1084,Hanfspinnerei Baumhüter Akt.-Ges.
2,1085,"Fr. Feistkorn, Akt.-Ges."
2,1085,Gera-Greizer Kammgarnspinnerei
2,1086,Geraer Filztuchfabrik Lechla & Mehlhorn Akt.-Ges.
2,1086,Kleiderwerke Jacob Potting Akt.-Ges.
2,1087,Färberei Glauchau Aktiengesellschaft
2,1088,Harnisch & Oertel Akt.-Ges.
2,1088,“Peter Temming Aktiengesellschaft
2,1089,"Carl Kreeb Aktiengesellschaft in Liqu., Göppingen."
2,1089,Mech. Drillweberei Göppingen Langbein & Bühler Akt.-Ges.
2,1089,"Blödner & Vierschrodt, Gummiwarenfabrik und Hanf- schlauchweberei Akt.-Ges."
2,1090,Vereinigte Gothania-Werke A.-G.
2,1091,Fritz Radefeldt A.-G.
2,1091,"Grevener Baumwollspinnerei, Act.-Ges."
2,1092,Baumwollspinnerei Eilermark
2,1092,Baumwollspinnerei Gronau
2,1093,Westfälische Baumwollspinnerei in. Gronau i. W.
2,1094,Gebrüder Zschille Tuchfabrik Akt.-Ges.
2,1095,Duncan’s Leinen - Industrie- Akt.-Ges.
2,1095,Vogtländische Carbonisiranstalt
2,1096,Deutsche Wollenwaren - Manufaktur Akt.- Ges.
2,1097,Tuch- u. Kunstwollwerke Jancke & Co. A.-G.
2,1098,"Berlin-Gubener Hutfabrik, Actiengesellschaft, vorm. A. Cohn"
2,1099,"Gubener Hutfabrik, Akt.-Ges. vorm. Steinke & Co."
2,1099,"Baumwoll- u. Leinen-Weberei Greve & Güth, Akt.-Ges."
2,1100,Romika Schuhfabrik Akt.-Ges.
2,1100,Spinnereien Haagen u. Rötteln Akt.-Ges.
2,1101,Wm. Klöpper Akt.-Ges.
2,1101,Norddeutsche Jute-Industrie Akt.-Ges. in Hamburg.
2,1101,"Conrad Scholtz, Aktiengesellschaft"
2,1102,Textil Grosshandels Akt.-Ges.
2,1102,"Braunsberg & Co., Akt.-Ges."
2,1103,Ed. Frankenberg Erste Deutsche Daunendeckenfabrik A. 6
2,1103,"Paul Hartmann, Akt.-Ges."
2,1104,J. Elsbach & Co. Akt.-Ges.
2,1105,Vereinigte Kleiderwerke Akt.-Ges.
2,1105,Garn-Aktiengesellschaft
2,1106,Neue Baumwoll-Spinnerei und Weberei Hof
2,1107,Spinnerei Neuhof
2,1107,J. H. Sweering & Co. Akt.-Ges.
2,1108,Basse & Uerpmann Akt.-Ges.
2,1108,Kammgarnspinnerei Kaiserslautern
2,1109,Gottschalk & Co. Akt.-Ges.
2,1110,Wachstuch- und Kunstleder-Werke Akt.-Ges.
2,1110,Mechanische Baumwoll-Spinnerei & Weberei
2,1111,Mechanische Baumwoll-Spinn- und Weberei Kempten
2,1111,"Heinr. Nierhaus, Seidenbandfabrik, Aktiengesellschaft"
2,1112,Joh. Wilh. Scheidt Kammgarnspinnerei und Tuchfabrik
2,1112,Im. Unger Akt.-Ges.
2,1113,Gebr. Friese Aktiengesellschaft
2,1113,Faillard & Gehring Strumpffabrik Aktiengesellschaft
2,1113,"Michel & Co., Akt.-Ges."
2,1114,Rollmann & Mayer Aktiengesellschaft
2,1114,"Textil-Vereinigung, Aktiengesellschaft in Liqu."
2,1114,Wallach & Steinberg Akt.-Ges.
2,1115,Ostpreussische Dampf-Wollwäscherei Akt.-Ges.
2,1115,"Kötitzer Ledertuch- u. Wachstuch-Werke, Aktiengesellschaft"
2,1117,Salamander Aktiengesellschaft
2,1119,6. Crefelder Baumwoll-Spinnerei A
2,1120,Krefelder Teppichfabrik Aktiengesellschaft
2,1120,"Rheinische Seidendruckerei Albouts, Finekh & Co. Akt.-Ges."
2,1121,Seidengarn-Veredlungs-Akt.-Ges.
2,1121,Seidenwebereien Wim. Schroeder & Co. Akt.-Ges.
2,1121,"Wilhelm Schüller & Co. Aktien-Gesellschaft,"
2,1122,Kammgarnspinnerei Stöhr & Co. Akt.-Ges.
2,1123,Berlin verwaltungsges. (Ges.-Kap.)
2,1124,Leipziger Baumwollspinnerei
2,1126,Hermann Samson Aktiengesellschaft
2,1126,"Gebrüder Silberkweit, Rauchwaren-Aktiengesellschaft"
2,1126,Thüringer Wollgarnspinnerei Act.-Ges.
2,1127,Baumwollspinnerei Lengenfeld i.V.
2,1128,C. A. Kühnert Akt.-Ges.
2,1128,Bleicherei Akt.-Ges.
2,1129,"Färberei Römer, Aktiengesellschaft"
2,1129,"Manufaktur Koechlin Baumgartner & Cie., Akt.-Ges."
2,1130,Tuchfabrik Lörrach A.-G.
2,1131,Gerber & Müller Schuhfabrik Aktiengesellschaft
2,1131,"Carl Goldschmidt, Silber & Brandt Hutfabriken A.-G. in Liqu."
2,1131,"Vornweg & Co., Akt.-Ges. für feine Herren- u. Knabenbekleidung"
2,1132,"Lugauer Kammgarn-Spinnerei vorm. F. Hey, A.-G."
2,1132,Heinrich Mittag Akt.-Ges.
2,1133,Aktiengesellschaft für Seilindustrie
2,1134,Concordia Spinnerei & Weberei
2,1135,Deutsche Jute-Spinnerei und Weberei
2,1136,Mechanische Buntweberei J. Sim. Fleissner Akt.-Ges.
2,1136,Friedr. Schoedel Aktiengesellschaft
2,1137,Hans Bäumler Aktiengesellschaft
2,1137,Baumwoll-Spinnerei Kolbermoor
2,1138,Hutwerk Müller & Wörnle Nacht. Akt.-Ges.
2,1138,"J. Wildberg, Akt.-Ges."
2,1139,Ant. Lamberts Chr. Sohn Akt.-Ges.
2,1139,"Wilh. Möller, Akt.-Ges."
2,1140,Pongs Spinnerei u. Weberei Aktiengesellschaft in Liqu.
2,1141,"Eduard Richartz, Aktiengesellschaft"
2,1141,Tuchfabrik Klein & Vogel Akt.-Ges.
2,1141,"Hermann Herzog & Co., Akt.-Ges."
2,1142,August Hoffmann Akt.-Ges.
2,1142,"Bekleidungswerke Akt.-Ges., vormals Emil Köster A.-G."
2,1142,Badische Baumwoll-Spinnerei u. Weberei A.-G.
2,1143,Gruschwitz Textilwerke Akt.-Ges.
2,1145,"Trikotwarenfabrik F. Helfferich, Aktiengesellschaft"
2,1145,Süddeutsche Katgut- u. Verbandstoftabrik Akt.-Ges.
2,1146,Vereinigte Schuhfabriken Berneis-Wessels A.-G.
2,1148,Tüllfabrik Mehltheuer Akt.-Ges.
2,1148,"Oberwiehler Kunstwollfabrik Carl Hans & Co., Akt.-Ges.."
2,1149,Schuhfabrik Hassia Akt.-Ges.
2,1149,"Gebrüder Wolfgang, Aktiengesellschaft"
2,1150,Aktien-Gesellschaft für Warpsspinnerei und Stärkerei
2,1150,"@. H. Nuster, Akt.-Ges."
2,1151,‚Pfälzische Textil-Industrie Otterberg Akt.-Ges.
2,1151,"Pausaer Tüllfabrik, Aktiengesellschaft"
2,1152,Tüllfabrik Flöha Akt.-Ges.
2,1153,Industriewerke Akt.-Ges.
2,1155,Plauener Baumwollspinnerei Aktiengesellschaft
2,1156,"Stickereiwerke Plauen, Akt.-Ges."
2,1156,Trieotfabriken J. Schiesser Akt.-Ges.
2,1157,Leinenspinnerei Schornreute A.-G.
2,1157,"Bernh. Dietel, Aktiengesellschaft"
2,1158,Wollversteigerungs-Akt.-Ges.
2,1158,"Kühn, Vierhaus & Cie. Akt.-Ges."
2,1159,Sehwarzwälder Tuchfabrik Rohrdorf Akt.-Ges.
2,1159,Corsettfabrik Saarbrücken Akt.-Ges.
2,1159,Wäsche und Schürzenfabrik A.-G.
2,1160,Berberich Aktiengesellschaft
2,1160,“ Mechanische Weberei Ravensberg Aktiengesellschaft
2,1160,"Veltins, Wiethoft & Co. Aktiengesellschaft"
2,1161,Reinhold Partsch Akt.-Ges.
2,1161,Hermann Friedrich Akt.-Ges.
2,1161,J. S. Glaeser jun. Strumpffabrik Aktiengesellschaft
2,1162,Spinnerei und Weberei Schwarzenbach Akt.-Ges.
2,1162,Textilwerk Frankenwald Akt.-Ges.
2,1163,Richard Schubert Akt.-Ges.
2,1163,Heinrich Goebel Akt.-Ges.
2,1164,Sommerfelder Tuchfabriken Aktiengesellschaft
2,1164,Tuchfabrik Aktiengesellschaft vorm. Fischer-Schnabl Aktiengesellschaft
2,1164,Zwirnerei Ackermann A.-G.
2,1165,Mechanische Weberei Fischen
2,1166,Mechanische Weberei Sorau vormals F. A. Martin & Co.
2,1167,Michelsohn & Ascher Akt.-Ges.
2,1167,"Zwirnerei Max Schwalbe, Aktiengesellschaft"
2,1167,"8. Wolf & Cie, Aktiengesellschaft"
2,1168,"Hayum & Schwarz, J. S. Harburger,"
2,1168,Oeltzschner & Co. Akt.-Ges.
2,1169,Vollmoeller & Behr Akt.-Ges.
2,1169,"C. F. Windisch, Akt.-Ges."
2,1169,Jul. Bernhardt & Co. Akt.-Ges.
2,1170,"Ledertuchfabrik Bernhard Maerker, Akt.-Ges."
2,1170,"Mech. Baumwoll-Weberei K. Aug. Kölbel, Akt.-Ges,.,"
2,1171,"Bleicherei, Färberei u. Appretur-Anstalt Stuttgart."
2,1171,Baumwoll-Spinnerei Unterhausen
2,1172,"Gebrüder Gross, Akt.-Ges."
2,1173,Vereinigte Trikotfabriken (R. Vollmoeller) A.-6.
2,1174,Mechanische Seidenweberei Viersen Akt.-Ges.
2,1174,Viersener Act.-Ges. für Spinnerei und Weberei
2,1175,Lausitzer Baumwoll-Weberei Aktiengesellschaft
2,1175,Weidaer Jute-Spinnerei & Weberei
2,1176,"„Schloss Aktiengesellschaft, Damen- u. Kinderbekleidung“"
2,1177,Wiesbadener Wollwarenfabrik Akt.-Ges. in Wiesbaden. (din Konkurs.)
2,1177,Leipziger Baumwollweberei
2,1177,Meyer Kauffmann Textilwerke Akt.-Ges.
2,1179,Graef & Schlechter Akt-Ges. in Ligu.
2,1179,Neumann & Büren Aktiengesellschaft
2,1180,Rheinische Möbelstoff-Weberei vorm. Dahl & Hunsche
2,1181,"Vereinigte Glanzstoff-Fabriken, A.-G."
2,1187,"J. D. Weickert, Filzfabrik, Aktiengesellschaft"
2,1188,Julius Römpler Aktiengesellschaft
2,1188,Baumwoll-Spinnerei Zwickau
2,1189,“ Bindfaden-Manufaktur Akt.-Ges.
2,1189,Landmann & Hellwig Aktiengesellschaft
2,1190,Zwickauer Kammgarn-Spinnerei-
2,1191,Julius Schürer Aktiengesellschaft
2,1192,Aktiengesellschaft für Baumwollindustrie
2,1192,Cohn & Rosenbaum Akt.-Ges.
2,1192,Sigmund Goeritz Aktiengesellschaft
2,1193,"Max Lewin Akt.-Ges. für Fabrikation von Kinderkopf- bedeckungen, Sporthüten und Baby-Konfektion"
2,1193,"Stern & Co. Akt.-Ges., Leinen und Baumwollwaren"
2,1193,L. & J. Hirschfeld Aktiengesellschaft
2,1194,Katz & Michel Textil-Aktiengesellschaft
2,1194,von Asten & Co. Akt.-Ges.
2,1195,Gebrüder Kaufmann Akt.-Ges.
2,1195,Thomas Scheuflfelen Akt.-Ges.
2,1195,Filzfabrik Aktiengesellschaft
2,1196,Hutstoffwerke Akt.-Ges.
2,1196,"Akt.-Ges. für Färberei und Appretur, Glauchau"
2,1197,Baumwoll-Spinnerei und -Weberei Anton Walraf Söhne Akt.-Ges.
2,1197,"Berlin-Gubener Haarhutfabrik, Akt.-Ges."
2,1197,Akt.-Ges. für Wirkwaren
2,1198,"Heinrich Wolfrum, mechanische Weberei Akt.-Ges. Helmbrechts"
2,1198,"S. Abel, Wollhandels-Akt.-Ges."
2,1198,Kulmbacher Spinnerei
2,1199,"Magdeburger Bindegarn-, Sack- u. Plan-Akt.-Ges."
2,1199,Christoph Walter Akt.-Ges.
2,1200,Michael Mayerhofer Aktiengesellschaft
2,1200,J. F. Riemann Mechanische Webereien Akt.-Ges. in Liqu.
2,1200,Teinacher Orientteppichknüpfereien A.-G.
2,1201,Striwag Akt.-Ges. für Strick- u. Wirkindustrie
2,1201,E. Breuninger Aktiengesellschaft
2,1202,Wolldeckenfabrik Weilderstadt Akt.-Ges.
2,1202,Spinnerei und Weberei Friedr. Lühl Akt.-Ges.
2,1203,"H. Brüninghaus Söhne Akt.-Ges. in Liqu.,"
2,1203,Artur Inow & Co. Akt.-Ges.
2,1204,"Chemische Industrie, Dünger-, Sprengstolf-, Zelluloid- und Glühstrumpffabriken."
2,1204,und Glühstrumpffabriken. Chemische Fabrik Buckau
2,1205,- Chemische Werke vorm. H. & E. Albert
2,1207,Bronzefarbenwerke A.-G. vorm. Carl Schlenk
2,1208,Akt.-Ges. Georg Egestorffs Salzwerke u.Chemische Fabriken
2,1209,Aktien-Gesellschaft Lignose
2,1210,Akt.-Ges. für chemisch-teehnische Verwertungen
2,1210,Aktien-Ges. für chemische Produkte vorm. H. Scheidemandel
2,1213,Akt.-Ges. für Chemische u. Montan-Unternehmungen
2,1213,Actien-Gesellsehaft für Kohlensäure-Industrie
2,1214,Aktiengesellschaft für medizinische Produkte
2,1215,Dr. Blümner Crack-Anlagen Akt.-Ges.
2,1215,"Bohnofix-Werk Robert Maneke Aktiengesellschaft,"
2,1215,Bourjois Aktiengesellschaft in Liqn.
2,1215,"Byk-Guldenwerke Chemische Fabrik, Akt.-Ges."
2,1217,"Chemische Fabrik Freiburg, Akt.-Ges."
2,1217,Chemische Fabrik Grünau Landshoff & Meyer A.-G.
2,1219,"Chemische Fabrik Müller & Kreuziger, Aktiengesellschaft"
2,1219,Chemoport Aktiengesellschaft für Aerztebedarf
2,1219,Ciba Berlin Aktiengesellschaft
2,1220,"„Degewop“ Gesellsch. wissenschaftl. Organpräparate A.-G.,"
2,1220,Deutsche Chemikalien-Akt.-Ges.
2,1220,Deutsche Zündholzfabriken Akt.-Ges.
2,1222,Eyacher Kohlensäure-Industrie Akt.-Ges.
2,1223,„Galepha“ A.-G. Fabrik galenisch-pharmazeut. Präparate
2,1223,"Hugo Grimpe, Akt.-Ges."
2,1223,"Hageda, Handelsgesellschaft Deutscher Apotheker A.-G."
2,1225,"Heko-Werk, Chemische Fabrik Akt.-Ges.,"
2,1226,Rud. Herrmann Akt.-Ges. Seifen und Parfümerien
2,1226,Horment Akt.-Ges. für Herstellung organischer Heilmittel
2,1226,Richard Hudnut Aktiengesellschaft
2,1227,Jünger & Gebhardt Akt.-Ges.
2,1227,Max Kahnemann Aktiengesellschaft
2,1228,Kali-Chemie Aktiengesellschaft
2,1235,Kohlenveredlung und Schwelwerke Aktiengesellschaft
2,1235,Dr. Laboschin Akt.-Ges. Fabrik chem.-pharmazeut. Präparate
2,1236,Gustav Lohse Aktiengesellschaft in Berlin.
2,1237,Albert Mendel Akt.-Ges.
2,1237,Metallochemische Fabrik A.
2,1237,Mitteldeutsche Stickstoffwerke Akt.-Ges.
2,1238,Oja Aktiengesellschaft
2,1238,Peroxydwerk-Siesel Aktiengesellschaft
2,1239,„Pharmazeutikon“ Akt.-Ges. für chem.-pharm. Produkte
2,1239,"Dr. Hugo Remnler, Akt.-Ges."
2,1240,"Rheinisch -Westfälische Olex-Akt.-Ges. in Ligqu.,"
2,1240,J. D. Riedel — E. de Han Aktiengesellschaft
2,1243,Rohstoffgesellschaft für chemisch-teehnische Erzeugnisse
2,1243,Rütgerswerke-Aktiengesellschaft
2,1246,Triolin Aktiengesellschaft
2,1247,Westfälisch-Anhaltische Sprengstoff- Act.- Ges. Chemische Fabriken
2,1248,"Wormser Druckfarbenwerke Aktiengesellschaft,"
2,1248,Pennrich-Huy und Co. Akt.-Ges.
2,1249,Chemische Industrie Akt.-Ges.
2,1249,Carl Blank Aktiengesellschaft
2,1249,"Cosmos-Werke u. Roland-Parfümerie Aktiengesellschaft,"
2,1250,Mineraloel-Raffinerie vorm. August Korff
2,1250,Kerament- und Kunststeinwerke €. H. Jerschke Akt.-Ges.
2,1251,F. Reichelt Akt.-Ges.
2,1252,"Günther & Haussner, Akt.-Ges."
2,1252,Röhm & Haas Akt.-Ges.
2,1253,Becker & Kirsten Akt.-Ges.
2,1253,Düngerhandelsaktiengesellschaft zu Dresden.
2,1254,"Gehe & Co., Aktiengesellschaft"
2,1256,Lack- u. Farben-Grosseinkaufs-Akt.-Ges.
2,1256,"Trapp & Münch, Akt.-Ges."
2,1257,"Chemische Fabrik Düsseldorf, Akt.-Ges."
2,1257,Henkel & Cie. Akt.-Ges.
2,1258,"Kaufels & Apotheker Andernach — Hansawerk — Fabrik pharmazeutischer Präparate Akt.-Ges. in Liqu.,"
2,1258,Akt.-Ges. für Steinkohleverflüssigung und Steinkohle- veredelung. Duisburg.
2,1259,E. Matthes & Weber Actiengesellschaft
2,1259,"""Chemische u. Elektrolytische Werke Akt.-Ges."
2,1260,H. von Gimborn-Akt.-Ges.
2,1260,"Vereinigte Thüringische Salinen,"
2,1261,Chemische Industrie Aktiengesellschaft
2,1261,Th. Goldschmidt Akt.-Ges.
2,1264,Ruhrgas Aktiengesellschaft
2,1267,F. Gruner Akt.-Ges.
2,1267,1. 6. Farbenindustrie Aktiengesellschaft
2,1271,Nominal a on Haupterzeugnisse
2,1271,"Ammoniakwerk Merseburg & m.b.H,,"
2,1271,"ChemischeWerke Lothringen m.b.H.,"
2,1271,"Wachtberg- Gruppe, Braunkohlen-"
2,1271,| |Jagäpatronen
2,1278,"OR | 3 33818 ""VZA 000 000 1 . 28 Sg g sis"
2,1278,"""VZA 000 000 1 . 28 Sg g sis 000 000 T | 000.002 1 0000007 | 0000021 L:1 ""v8 000 002 I moooost |"" ©"" ""09 2 4pa8yuooı 'v 5 59 798[>"
2,1278,"000 000 T | 000.002 1 0000007 | 0000021 L:1 ""v8 000 002 I moooost |"" ©"" ""09 2 4pa8yuooı 'v 5 59 798[> _ _ ""UnIoA WIOUIINW eNlongıeg 'g9 S 2 228 &"
2,1278,"_ _ ""UnIoA WIOUIINW eNlongıeg 'g9 S 2 228 & ""VZA T:OI | ""V-'ZA 000 000 821 3 3 -"
2,1278,"""VZA T:OI | ""V-'ZA 000 000 821 3 3 - 000 8zT 07799998 | 000 Ca 059 99163 | ""v8 1:°18 | ""V-""IS.000 000 09% 000 008 9 OT TOV TRAUN '0’S ö Ss e]"
2,1278,"000 8zT 07799998 | 000 Ca 059 99163 | ""v8 1:°18 | ""V-""IS.000 000 09% 000 008 9 OT TOV TRAUN '0’S ö Ss e] u ln 2 Ber"
2,1278,u ln 2 Ber 000 000.999 — FE Mr
2,1278,000 000.999 — FE Mr 000 007 # | 000.009 179 ar Zunog uaguueuod 'z zogız © Sg a
2,1278,000 007 # | 000.009 179 ar Zunog uaguueuod 'z zogız © Sg a A94un u9p um uoIsn J19p SSBJuY ei u .—..*
2,1278,A94un u9p um uoIsn J19p SSBJuY ei u .—..* sne JlIge Tepog P -uuy 'peg © E .—.*t
2,1278,sne JlIge Tepog P -uuy 'peg © E .—.*t \ op Sunyoyxosiendey UM TE. or.
2,1278,"\ op Sunyoyxosiendey UM TE. or. ""YA 000 000 09 Pr"
2,1278,"""YA 000 000 09 Pr . 000. 00% 1 | 000.000 92T | 000 00% 1 | 000 000 92T 1:9 ""v}8.000 000 088 | 000 00# TE araqBdepos 9 -umuy ""Pu 'gS "" “Ay"
2,1278,3 ‚odpnu Araqug-epog y -umuy 9 - Fr
2,1278,"E . . ""v-""2A 000 000 # RB 98 &, m008 000 000 8T | 000.08 000 000 81 L:G ""V-""78 000 000 09 0000008 | "" ° * ""10o Toy-1eoM da 38"
2,1278,"&, m008 000 000 8T | 000.08 000 000 81 L:G ""V-""78 000 000 09 0000008 | "" ° * ""10o Toy-1eoM da 38 E31 ” ""WIOA UOYLIABA Syosıusug (a 3 ws"
2,1278,"E31 ” ""WIOA UOYLIABA Syosıusug (a 3 ws i 3 ""V°""ZA 000 000 9T 23 58°"
2,1278,"i 3 ""V°""ZA 000 000 9T 23 58° E| 000 078 000000 #7 | 000.098 000 900 FF 1:9 ""v-""38.000 000 08% | 000001 'H “ ° UONoL wog e8 58"
2,1278,"E| 000 078 000000 #7 | 000.098 000 900 FF 1:9 ""v-""38.000 000 08% | 000001 'H “ ° UONoL wog e8 58 3 -soL) AAgeg oyasımeyy (pP 78 5°"
2,1278,3 -soL) AAgeg oyasımeyy (pP 78 5° 5) “Y-'ZA 000 000 0% au Ar
2,1278,"5) “Y-'ZA 000 000 0% au Ar ) 000 00F 000.009 24 | 000 00F 000 009 29 1:4 ""v-18.000 000 888 | 0000801 | vonegugeg-umuyysogpyo E58 3"
2,1278,") 000 00F 000.009 24 | 000 00F 000 009 29 1:4 ""v-18.000 000 888 | 0000801 | vonegugeg-umuyysogpyo E58 3 ""V-""ZA 000 000 09 ES: Sex"
2,1278,"""V-""ZA 000 000 09 ES: Sex N 000 00% T | 000000 92T | 000008 T | 000000 92T 1:9 ""v-""?8.000.000. 088 | 0000098 |° * * * Zurunig p sniomg =a 3"
2,1278,"N 000 00% T | 000000 92T | 000008 T | 000000 92T 1:9 ""v-""?8.000.000. 088 | 0000098 |° * * * Zurunig p sniomg =a 3 dojsIog ""WIOA eyIromqıey (q £ |"
2,1278,"dojsIog ""WIOA eyIromqıey (q £ | } ""V-""ZA 000 000 09 E55 8%"
